Module,Student Essay,Grade out of 100,Teacher Feedback
1,"Dr. McWorther brought many facts about the human language and interesting
examples. One important thing that he noted and I believe is essential as well is to
understand that of the many languages around the world, (7000 as Dr. McWorther said)
they all derived from one origin. He began to explain how languages can change and
start differentiating into new languages. One of the examples given was how the aw
vowel in raw fish has been developing more to be pronounced as rah fish ( time stamp
8:45). This was quite fascinating to me because as I heard Dr. McWhorter pronounced
those words, it made me realize the language’s sounds are shifting. He also provided
another example with the word caught.
As the sound slowly changes over time, so can the meaning of the words. At
around 14:00, Dr. McWhorter explained how the word short could have other meanings
such as merry or the upper arm. It is quite fascinating to see how humans take the
language and connect them to other meanings based on feeling which shows how
languages can expand. A real life experience I had with this was when I had spoken to
one of my friends from the United Kingdom. We spoke about how in America, hot can
mean the heat and feeling of the temperature, or describing something as attractive and
nice. In the United Kingdom, hot is sometimes used for the same aspect as well, but the
word cold also means the same. For example, “That car is cold!” Although this can be
considered slang, I think it also affects how the English language is spoken as the new
generations adapt and use these new meanings.
Something quite fascinating that I had not known about Dr. McWhorter brought
upon how the English language is being barricaded or held by writing. I did not know
that a language could develop and change more had it not been held by writing.
However, it is understandable how having people stick to something that is written down
as a staple could prevent the language from altering drastically.",98,"Great job on this, Maika! Your personal example of slang usage in the UK versus the US is a great observation of a semantic shift in real time. For your future assignments, be careful with spelling (You misspelled the professor's name as McWorther) and repetition (You used the phrase ""quite fascinating"" three times. Try to vary your vocabulary). "
1,"One topic Dr. John McWhorter discusses in 'Language Families of the World, Season 1, Episode 1' that I found especially interesting is the idea that sounds changing over long periods of time can later on develop into a new word used by the same or different language. (Time stamp: 7 minutes 25 seconds). In this part of the lecture, Dr. McWhorter explains that words are really just sequences of sounds, and over long periods of time, those sounds naturally shift as people speak more casually or slightly different. He uses the word ""sock"" as an example separately and clearly breaking it down into the sounds of  's' , 'ah' , and 'k'. According to McWhorter, a sound like 's' can slowly change depending on how it's pronounced. For example, it can soften into an 'sh' sound, similar to how someone might slur their words while tired or drunk. Over Generations that 'sh' sound can then shift even further into a 'zh' sound. These small pronunciation changes might seem unimportant in the moment, but over hundreds and thousands of years they can lead to words that sound completely different from the original. In McWhorter's example, the word ""sock"" might change from ""sock"", to ""shawk"" to ""zhoo"" and finally to ""jue"". 

I found this idea especially interesting because it shows how language change in unintentional and gradual, not something people plan or notice happening, it made me think about how often I change the way I pronounce words depending on who I'm talking to or how fast I'm speaking. For example, I might shorten words or pair sounds together without realizing it in everyday conversations, yet those tiny changes are exactly how languages evolve over time.

This concept also helped me understand how linguists are able to trace relationships between language families. Even when words look and sound very different today, recognizing sound changes makes it possible to see how languages are connected. Dr. McWhorter's explanation made language less fixed and more alive, shaped by every day speech happens everywhere and passed down across generations.",97,"Good job on this, Victor. You nicely summarized Dr. McWhorter's point on sound shift. For your next assignments, I'd like to see specific linguistic examples from your own experience. Additionally, please proofread for typos (e.g., ""language change in unintentiaonl), capitalization (e.g., Over Generations), and phrasing. "
1,"Dr. McWorther brought a variety of information of how languages change over time. His
explanation of how one language can turn into 7,000 languages was concise and punctual. In
further emphasize, words will slowly start sounding differently. On video 7 minutes and 39, he
used the example of the word “sock.” He demonstrated how the three sounds will naturally
change over time like a telephone game. Eventually throughout generations, a new language is
formed and it was not intentional, but all natural and unavoidable. Language families were
interesting to learn too. On video 1 19:43- 30:00, there are so many language families across the
world. For example, Indo- European, Altaic, and Click language are all language families and
they all have their own stories and experiences in forming tons of languages.
I found this fascinating because it explains why languages such as English, Italian, and
Spanish can be so different but yet so similar in the way they speak because they all fall in the
same language family, Indo-European family. In my personal life, my dad speaks Cantonese and
my mom speaks Tagalog. Both languages come from two different language families. Cantonese
is from Sino- Tibetan which is a branch of Chinese. Tagalog is from Austronesian language
family. Based on Dr. McWhorter explanation, these two languages do not come from the same
ancestor which is why thy do not sound anything alike. Not only sound, but in addition the
grammar and sentence structure are different. His explanation helped me understand how my
mom can speak Tagalog and how my dad can speak Cantonese and why it sounds so differently.
Both languages went through similar natural process because of small sound shifts over time that
eventually created their own distinct language. I believe whoever were civilized in Hong Kong
and Philippines helped influence its language too.
",93,"Hi Jayce, you did a great job applying the concept of language families to your own heritage; comparing your father's Cantonese to your mother's Tagalog was a perfect way to illustrate why some languages are distinct. 

However, there are some areas to improve. First, please proofread your writing for typos (e.g., McWorther -> McWhorter, thy -> they). Second, you described the lecture as ""punctual"" (which means ""on time""), but I believe you meant ""precise"" or ""poignant."" You also wrote ""in further emphasize"" but I believe you meant ""to emphasize further."" 

Overall, your personal connection to the material was excellent, demonstrating a clear understanding of the core concepts. "
1,"In season 1 episode 1 of Why Are There So Many Languages? Narrated by John
McWhorter, he discusses the many languages and language families of the world. He also
discusses the specific aspects that make up language and specifically those aspects that
differentiate languages from one another. McWhorter believes that all languages
descended from one language and eventually became 7,000 (Video 1, 1:28). There are
many reasons this is possible, but the one I particularly find the most fascinating is that
sound changes actually alter languages into new ones (Video 1, 8:05 to 11:25). McWhorter
explains that the sound changes are gradual and takes place over thousands of years
(Video 1, 10:20). To me, it's amazing how accidental sound changes in the way someone
pronounces a word can branch off into a whole other language! McWhorter describes that
breaking up a word like sock into s-ah-k can change from the –ah becoming –aw and –k
becoming –kh and even into –gh. McWhorter then goes on to explain that these sound
changes in the word sock can gradually turn the word into ‘zhoo’ and then ‘jue’ and
continues to explain that is exactly how new languages are created (Video 1, 10:30 to
11:18). I find this fact very intriguing because in middle school, I took Spanish 1 and 2 and
my teacher always stressed the fact that Spanish is very similar to English. I never really
understood what she meant by that and how they can be similar when they sound so
different, but with this fact that McWhorter explained, it makes so much sense to me now.
I’ve always wanted to learn more languages other than English and Spanish such as French
and Italian and I feel that with this new information I can apply it to when I learn a new
language and it will help me retain it better. I just find it so magnificent that 7,000
languages can stem from just one and over the course of many years through sound
evolution.",99,"
Hi Abigail, excellent job explaining Dr. McWhorter's sound shift and detailing the specific phonetic steps. Your connection to your Spanish class is also very relevant. 

For your next assignments, be careful with subject-verb agreement. "
1,"What I found interesting and impressive was the explanation of sound change at the 7-minute 36-second mark. Specifically, Dr. John McWhorter showed that the sounds in the word ""sock"" can change when people pronounce it differently. One sound can transform into another. The sounds of ""sock"" are 's', 'ah', and 'k'. All three of these sounds can naturally transform into other sounds over time. For example, 's' can become 'sh', and then 'sh' can become 'zh'. Through these sound changes, a single word can be pronounced differently, creating a new language. Furthermore, the meaning of a word in one language can change in another. The first reason I found this impressive and interesting is that I learned for the first time the real reason why there are so many languages ​​in the world.  I now understand that they all originated from a single language, but over thousand years, due to changes in pronunciation, they evolved into more than 7,000 different languages we have today. The second reason is that I realized many words in my native language, Vietnamese, have similar meanings and pronunciations to words in English, French, and Chinese. I learned that due to historical invasions of Vietnam by these countries, many words from these languages ​​were adopted and pronounced differently by Vietnamese people, thus becoming part of the Vietnamese language. For example, the Vietnamese word for ""safety"" is ""an toàn,"" which comes from the Chinese word ""安全 - ānquán,"" also meaning safety. The Chinese character ""quán"" was pronounced as ""toàn"" by Vietnamese people, giving rise to the word ""an toàn"" in Vietnamese. Another example is the word ""balcony"" in English, which is ""Balcon"" in French.  With a different pronunciation, it becomes ""Ban công"" in Vietnamese. Although the pronunciations differ, these three words in the three languages ​​essentially have the same meaning. I had known these things for a long time while I was still in Vietnam, but I never paid them any attention.  It wasn't until I learned how one language evolved into so many different languages ​​that I realized my own language also has many connections and similarities with other languages.",99,"
Hi Gia, this is a fascinating reflection! Your specific examples in Vietnamese were excellent illustrations of how pronunciation adapts when languages interact. That being said, I just wanted to make a small distinction for you to keep in mind: the ""sock"" example illustrates language change over time, while your Vietnamese examples illustrate language change due to contact. Both involve sound changes, but the mechanisms differ slightly. 

Overall, excellent use of personal knowledge in your assignment! "
1,"I found it very intriguing in the beginning of Dr McWorther film when he explains that language changes overtime and that even as you grow your own pronunciation of words starts to slowly ""drag"", in a sense, and you tend to pronounce words a little differently. I take this as me being 21 years old now I probably haven't noticed how differently I pronounce specific words or structure different phrases or sentences versus when I was just at the age of 15 years old, for example. In the film, (at Video 1, 7 minutes and 35 seconds) when Dr. McWorther begins to talk about ""sound change"" being the hardest to detect. He uses the example of the word ""sock"" and how overtime you may have your teeth change or even simply being drunk or what not and how that may interfere with the way you vocalize the word ""sock"" now. The example of being drunk may tend to drag the pronunciation of a word, going from pronouncing ""sock"" as ""S-ah-k"" versus being drunk you may drag your pronunciation to ""Zh-aww-k"". Even then, you could vocalize the word ""sock"" in many different varieties because there are just so many different ways others throughout the world vocalize different words. This really brings in the idea that language have formed in numerous ways throughout the decades and not only have they formed in vocal ways, but language can be written and expressed in art as well. This is only the surface level thinking of all this but is a great idea of what language might entail as a whole and understanding the linguistics of it all. So, throughout your life you will hear different languages around you, and you may be able to configure what might it be based on or even the similarities within each language. ",95,"Hi Aracely, you did a good job identifying the core concept of phonetic drift. 

However, your personal reflection needs more concrete examples. For example, what words do you pronounce differently than when you were 15 years old? Also, you have several run-on sentences and spelling errors. 

Expand on your personal reflection, and proofreading would strengthen your essay. "
1,"What I found most intriguing about the documentary episode is when Dr. McWorther mentions the limits placed on the evolution of language by literacy and classist assumptions (Video 1, 17:00). One specific thing he said that stuck with me was “If you have a page, you have the natural sense to say, ‘that is the correct language!’”. He then goes on to state that this leads to limitations on lingual expansions but also classist assumptions of “I speak my language better than you”. I specifically find this interesting because we’ve all had people correct us on our language, saying we’re speaking it wrong. I used to have a lisp, so I got that plenty after I got over my lisp, but it made me feel like I was worse at the language than I should be, when in actuality, it isn’t as important as people make it out to be. I also find this interesting because I’ve studied a lot of politics and classism and always had a light understanding of literacy being used as a barrier to entry for important class issues. For example, language and literacy were used throughout history to limit people's votes, such as the Three Estates in France or literacy tests in Jim Crow America. I think the connections between class and language are an interesting area of study, especially since literacy is often used by the rich to establish a level of dominance over poorer areas. The ideas presented in the video also backed this up, discussing the Black Country English dialect, in which there are many differences. The reason given for this is purely that the areas it developed in were slightly isolated and were poorer, and therefore didn’t have access to education and ‘proper’ literacy. I think that you can also see it in how racism predicates with the ideas of proper English, leading to people who may have separate dialects or not speak English as a first language being seen as improper or stupid. Overall, I just find the ideas of classism, politics, and language overlapping very interesting.",99,"
Hi David, you did a great job of connecting a linguistic concept to broader social contexts. Nicely done! 

Your specific references to Jim Crow literacy tests and the Three Estates in France are outstanding examples of how ""standard language"" is often used to disenfranchise specific groups. 

For your next assignments, pay more attention to spelling (e.g., you misspelled the professor's name as ""McWorther"") and phrasing (""... how racism predicates with the ideas..."" Here, you likely meant ""intersects with"" or ""is predicated on.""). "
1,"One topic that I found really interesting in the film Language Families of the World, in Episode 1 around 18 minutes and 12 seconds, is that the English language has many different dialects, such as the one shown in the picture. One of the dialects that I found most interesting was Black Country English. Dr. John McWhorter explains how many dialects formed the English language, and not only that, but also how the language is not uniform. Although some forms of English might be considered lost to time, many communities throughout the years adapted these dialects and formed them into the new English that we speak today.

The reason I find this interesting is because, although certain forms of the language are considered lost to time, many communities around the world can still use language that is very similar to the English we speak today and shape it to make it unique in their own way. Not only that, but I also find it intriguing how a language, in a very short span of history, can disappear as if it were nothing, and even though it evolved into a new English, parts of it were still left behind.

It also stood out to me how the English language keeps evolving yet remains relatively uniform after so many years of openness and creativity in many different aspects. Although many things may still seem lost to time, people continue to use them in everyday speech, and no language will truly die because there are no strict rules in a grammar book that define how to properly speak it. This topic relates to me because growing up, I always had to deal with mispronunciation of words and not being able to fully pronounce or express myself in the way the English language defines it. Even though I now have much more control of the language, there are still many words that are difficult for me to pronounce, or that I have blended with my native tongue to create new expressions. I am also able to use words from Colombia that are not heard in many other Latin American countries to express myself in the way I want to.",97,"Hi Daniel, this is a heartfelt reflection. It highlights the concept that ""non-standard"" speech isn't wrong; it's just a different branch. 

However, for your next assignments, I would love to hear specific examples from your reflection. Including the actual words makes the essay much more engaging and authentic. "
1,"The fact or topic that I find the most intriguing that Dr. McWorther brings up about languages and language families is that language is something that is naturally subject to change and proves such through the example of starting from just one language (Video 1, 6:10 – 6:21). Dr. McWorther discusses the origins of modern language and anthropological evidence supporting the idea that language evolves over time based on genetic diversity, distance, and other factors that influence how languages evolve.

This topic has also been introduced in my Language Matters class, as we talk about the origins of language and why it matters. After watching this film and the points that Dr. McWorther discusses, it allows me to have a better understanding of the origins of language and understand how to apply it in modern contexts. For example, since I am interested in graduating with a degree in Professional and Technical Communication, I can apply what I understand about languages into not just my writing in English but also understanding how these same concepts apply to other languages as well. It will also help me diver deeper into the concepts I will learn in my other courses when discussing aspects of language and rhetoric in my speech and writing, allowing me to tailor my own work to a wider audience than I would have been able to previously.

In addition to my intended career field, this concept also ties into my future endeavors in learning other languages, such as Spanish, and getting a deeper understanding on how language shapes cultures, or vice versa. I can apply this knowledge in my dealings with others not just from the standpoint of language, but also in understanding more about the people themselves too. Through this deeper understanding, I can explore diverse cultures and gain a greater understanding of the world around me and the people in it.",90,"
Hi Kalie, good job connecting the concept of language evolution to your major in Professional and Technical Communication. 

However, to strengthen your future arguments, I'd like to see more specific examples from the video (such as Dr. McWhorter's breakdown of sound shifts) rather than just a general summary. The same goes for your personal reflection. What specific concepts will you apply to your future career? How will you use this concept in learning languages? Lastly, please proofread for small typos—you wrote 'diver deeper' instead of 'dive deeper.' 

Overall, good work! "
1,"I found it intriguing when he was demonstrating how easy it is for the sounds and pronounciations of words to change (starting at 7:44). He was saying how something as simple as an older person not being able to pronounce a word correctly could change the way an entire generation of people pronounce something. Over time as people migrate to new locations and continue to repopulate, languages get mixed around and passed down from generation to generation. Due to this phenonmenon , the human species has over 7,000 languages. Some of these languages are more simliar than others, making up language families. However, most languages all have words for the same things, even though the words may be completley different in spelling and pronounciation. He also talks about how slang changes languages quickly as well, and is helping us constantly develop new words that spread rapidly. It is interesting how we just adapt to what we hear and how over time two completely different words could mean the same thing based on the changed pronounciation of a couple of letters. This relates to the modern world when you think about things like accents and different words for things in different regions. People from different countries may pronounce thingd differently but also can have complelety different words for the same thing. This makes me think about the more southern people I've met in my life that do things like calls shopping carts ""buggies"" or the way my Dad who was raised in Pennsylvania says ""beg-el"" instead of ""bay-gel"" when saying bagel. The language may not seem like it changes that much in your country alone but every region changes a couple words and pronounciations. It makes you wonder what our language will look like 50 years from now, with the everchanging slang we hear everyday. ",95,"
Hi Erin, you've done a great job connecting the lecture concepts to your own family. The example of your dad's Pennsylvania accent is a perfect illustration of regional variation. 

However, for your next assignments, please proofread your writing before submission. Specifically, watch for spelling errors (e.g., ""pronounciations,"" ""thingd""), capitalization (e.g., ""Dad,"" ""southern""), and grammar (e.g., ""people....calls shopping cart.""). "
1,"In this first episode of Language Families of the world, around 12:30, Dr. McWorther talks about how small parts of languages can change in many ways over time and can lose their original meaning. He uses an example of the word ""only,"" which really stood out to me. He explains that ""only"" originally came from two separate words, which are ""one"" and ""like"". Over the years, these words blended together so well that nowadays we don't think of these little words as multiple parts. Dr. McWorther uses this example to show that many word endings in English, like ""-ly"", started as words but later on became add-ons rather than actual words alone. He mentions that language is always changing in ways people notice non-consciously. 

   I find this topic interesting because it made me realize how much history can be found even in the simplest of words. Before watching this film, I never thought about where the real meanings behind words like ""only"", ""really,"" or ""slowly"" came from. Now that I've watched the lecture, I see that the words we use every day have a deeper meaning due to how language has evolved over many years. This also makes me stop and think before I use these words as I talk to others. 

   I can relate this idea to my own life because I grew up speaking two languages: English and Arabic. Depending on who I'm with, I switch how I speak in both languages. In English, I talk casually with my friends and more formally with teachers. This can affect the tone I use. After understanding this lecture, I noticed that the small punctuation and word choice differences I make in Arabic could also affect language change, just like in English. For example, some words that my generation tends to use these days are very different from how my parents used to say them, which shows that Arabic is changing, as well as many other languages, even if we don't always notice it. 

   Another way I can relate to this is by texting in messages. I often shorten words and make abbreviations like ""really"" to ""rlly"" or ""Because"" to ""cuz,"" even though these words are already short and don't need to be abbreviated in the first place. I never saw this as important before, but now I understand it as another form of language change. Just like how the word ""only"" evolved from two words into one, texting could also be shaping what our future English looks like. 

   Overall, Dr. McWorther's explanation helped me understand that language change happens slowly and naturally over time, happening in both the English and Arabic I speak every day. It also made me realize that language change doesn't happen in just one part of the world; it happens everywhere. ",97,"
Hi Sarah, this is a very insightful essay. You made a brilliant connection between the historical evolution of the word ""only"" and your own modern habit of shortening ""because"" to ""cuz"" in text messages. Your connection to Arabic is also strong. 

For your future assignments, please try to keep your essay within the 300-400-word range. Also, please proofread carefully: you misspelled the professor's name as ""McWorther,"" and you used the word ""punctuation"" when you meant ""pronunciation"" in your paragraph about Arabic. "
1,"One moment I found intriguing was around the 18-minute mark, when Dr. McWhorter starts talking about Black Country English. At first, the name “Black Country” sounds like it would be an American dialect, but Dr. McWhorter explains that it’s actually a dialect from a region in England, and then he says it sounds more like Norwegian, which threw me off more. He says it sounds that way because the dialect kept older parts of English that most other places let go of over time. The languages changed frequently because different regions held onto different pieces of the language, so because of that, even though the name Black Country sounds like it could be American, the way people speak there is more like listening to an older version of English, which then ends up sounding more Norwegian than English. I found this really interesting because I always thought English accents fit into a few basic groups, so hearing that an English dialect can sound like a completely different language made me realize how unique the history behind language is. For example, the first time I heard certain Caribbean accents, some of the words and rhythms felt familiar even though I could not explain why, which gave me the same feeling that language holds pieces of the past, even when we are not aware of it. This moment stayed with me because it showed me that language is more than just how people talk. It comes from years of people moving, meeting, and mixing their ways of speaking. Since I pay close attention to how people talk, especially across different cultures, it made me realize how much history is hidden in the accents we hear every day and helped me see that there is a lot more behind the way someone speaks than is actually noticed, so overall, this part helped me understand how much depth there is in language and why certain accents sound the way they do.",96,"Hi Mya, you clearly grasped one of the main concepts of the lecture. Your personal reflection to Carribean accents is also very relevant. 

For your future assignments, please focus on the following areas: 

Timestamps: Be more specific with your citations. You wrote ""around the 18-minute mark,"" but Dr. McWhorter introduces Black Country English specifically at 18:04.
Run-on sentences: Your final sentence is a run-on. You string together multiple clauses. Try to break these into shorter sentences. 
Specific examples: You mentioned Caribbean accents felt ""familiar,"" but you didn't explain how. Which specific words or rhythms stood out? Adding concrete examples would have elevated this essay. "
1,"I enjoyed Dr. McWorther’s lecture. He seemed very passionate about the material,
and I found his lesson engaging. What I found the most fascinating about this film was how
languages evolved over time. Especially how English was affected.
Dr. McWorther’s description of Black Country English made me curious. I learned
how foreign it sounded when he explained patterns like “I gave” being “I gid” or “I don’t”
being “I day” (Language Families,18:30). I liked how English, being so established and well
known, still had the capacity to become something else entirely. It made me wonder if
English could change that drastically in the future.
I realized that this could be difficult when Dr. McWorther mentioned how literature
held back the evolution of our language (Language Families, 19:14). I find it rather sad that
English stayed in its limitations, but I acknowledge that consistency could help with
comprehending historical records. Though I wonder that if English did change like Black
Country English, would people have been able to witness language change during their
lifetime? There have still been instances such as when Dr. Mcworther mentioned how
“slowlike” became “slowly” because it was spoken so fast (Language Families, 11:45).
While this is not as drastic it can demonstrate how some instances can slip past the
literacy constraints.
I find this interesting because it used real world examples to demonstrate how
languages can branch out like that. This also reminds me of what a teacher’s assistant in
my Spanish class told us. She is more informed about this change than I am, but in her
country of Spain, certain words pronounced with a V are now subtly sounding more like a
B. It was fascinating to me that she got to see language change before her own eyes. While
I do not notice this change in our own language, we usually come up with slang that
sometimes becomes relevant in our dictionary, even if it is not formal. While our words do
not have completely different meanings, we do not speak exactly like how Americans did
one hundred years ago. I still find that quite intriguing",96,"Hi Lyon, this is a thoughtful essay. You successfully identified the tension between oral evolution and the stabilizing force of literacy. Your connection to your Spanish TA's observation about the ""V"" vs. ""B"" sound change is excellent. 

For your future assignments, please pay closer attention to the spelling of the professor's name. Additionally, try to be more precise with your sentence structure. ""Though I wonder that..."" sentence is a bit tangled. "
1,"One aspect of Language Families of the World that caught my attention was from Dr.
McWhorter as he talked about how languages can change and adapt themselves and become
wholly different tongues-from the primary source to learn that something really is possible
around here, 1:33. Here in this film, Dr. McWhorter explains how Latin eventually matured into
the Romance languages: Spanish, French, Italian. The changes and movements which give rise
to language are processes naturally occurring with the mobility by which people become
exposed to new groups and environments, adding to the effects produced by changes which
gradually build up.
I found this quite interesting because language is not a static thing but something that
continuously evolves as humans use it. Despite the two languages being derived from the same
roots in Latin, one can now appreciate how far apart they are in sounds as well as grammar and
vocabulary constructions-the main difference. This made me realize that there is much influence
on communication due to history and culture.
This is related to me as well as I know Vietnamese and English and in the process of learning
Chinese. I sometimes come across words or sounds which tend to be similar among languages,
especially in Chinese and Vietnamese because they share some common historical influences.
Even English being a Germanic language has borrowed some terms and words from the
Latin-based languages. Take for example, a lot of words such as ""information"" and ""culture""
belong to the Latin family but are used in daily English lexicon.
Dr. McWhorter's explanation has stretched my mind to see how language families are
understood more in terms of human history than in terms of grammar or vocabulary. As people
move around, they start trading and amalgamating new communities which eventually grow
their languages together with their movements. Hence language is a reflection of the changes
societies undergo over time.
Overall, the introduction brings you to the changes and evolution languages experience as they
come from common ancestors. It also opened up a much wider horizon on the myriad
languages in the world and piqued my curiosity about how the different languages I speak fit into
this bigger picture.",96,"
Hi Hailey, great job on this. I particulalry enjoyed your observation about the similarities between Vietnamese and Chinese, and it also demonstrates a clear understanding of how language contact works globally. 

For your future assignments, please work on smoothing out your sentence structure. Your first sentence is a bit confusing and difficult to parse. Also, be careful with word choice; ""amalgamating new communities"" might be better with ""integrating with"" or ""merging with."" "
1,"In his video, ""Language Families of the World,"" Dr. John McWhorter speaks
about how languages change and settle into families. Of all the things actually
mentioned in Dr. McWhorter's talk, the sound change, which is a gradual change
of articulation over generations during the transferring generations of languages,
was not actually surprising to me, but very interesting. It has touched my life
because it only makes evidence that language changes are not made by people, but
about him or herself.
He discusses the sound changing in Episode 1, 7 minutes, 36 seconds, using
simple examples on how little modifications in pronunciation can build up. What is
emphasized is that speakers do not notice the fact that they are changing the
pronunciation of a sound, so from this accumulation of small phenomena under
longer spans of time, great contrasts among closely related languages may arise.
Sound change takes place evenly and predictably, usually without the knowledge
of those using the language. Failure to notice the tiny shifts over several
generations leads to languages, initially very similar, sounding increasingly
disparate. This is what Dr. McWhorter attempts to prove as to how linguists are
left with a clue justifying the similarities, and at the same time, different sound
changes found to be in languages of common descent.
Sound change is interesting to me because the same phenomenon has been
observed in my experience of learning other languages. For example, in English,
there is a discrepancy between the spelling and pronunciation of a word; a word
with the same spelling can have different sounds according to several accents. In
other words, a more practical way of seeing sound change is found in accents such
as that of the British and American which put an obvious difference in the
pronunciation of the same word. Common accents are a barrier when it comes to
streamlining sound changes for more international students like me, during the
initial adjustment to the language. In learning a language having various accents,
sometimes the variation in sounds may prove difficult to comprehend, especially
when one is familiar with one accent, but not the other. It gives an explanation on
how to hypothesize why that is so, as well as why it's sometimes hard in
pronunciation when it's a familiar language, but this is how people know it.
In general, Dr. McWhorter's discussion on sound change helped me not to see
language as a fixed system but rather as something evolving. Sound change plays
an important part in determining language family formation and explains the
gradual processes whereby languages diverge from one another. Having learned
about this process, I have a richer sense of appreciation for both language
development and the continual flux that characterizes human communication on a
generational basis.",97,"Hi Pham, you've correctly identified one of the most important concepts in the course. Your personal connection as an international student is valuable here. 

However, your essay would benefit from a proofread for clarity. There are several sentences where the phrasing becomes confusing. For example, The sentence ""It has touched my llife because it only makes evidence that langauge changes are not made by people, but about him or herself."" seems you are trying to say that language change is an internal/subconscious process, but the wording obscures the point.  "
1,"Throughout watching the "" Language Families of the world"", there was one point in the film that stood out to me, that had me questioning things. This was the fact that there are around 7000 languages (6000 accoording to  Dr.McWorther, yet there is still a thought that languages originated from one place and changed over time. This comes up pretty early in the film, around the fifty second mark. He tells us that there are 7000 lagnuages but he thinks that there are only 6000. This part alone is already mind blowing for me, because there are only 195 countries in the world. This is incredible to think about because the amount of languages versus contries ratio is nearly thirty nine times. This is just so intresting becuase it is normal for countries to be broken up my regions and have some different languages but this many is incredible. On top of this, for languages to all come from one place on earth and then change over time because of different sounds had me thinking. I understant that when Dr. McWorther gave the examples using sounds, like ""sh"" and ""s"" how the sounds can change and that language is changeable. I don't understand how a language could change this much however, since that would mean there would've had to have been so many different variations of sounds. An example of my life where I have seen this is just in my family. I have relatives from memphis versus relatives from florida. The pronounciation of certain words like ""earrings"" is clearly different, but I can't see how it is enough to make a whole new language, yet alone 7000. Even looking at countries today like america only has a certain amount of languages spoken. I can understnad that humans have broken up and isolated from each other into their own groups but this amount is quite impressive to learn about. This relates to something I am really intrested in because I really like to learn about the human brain. I would love to learn more about how often new langauges are being made. I learned that there is a langauge dying every few minutes, but how common is it for a new one to be made.",93,"
Hi Ryna, you have raised a fascinating mathematical point: the massive discrepancy between the number of countries and the number of languages! 

I also enjoyed your personal reflection regarding your family's Memphis vs. Florida accents. 

For your future assignments, I want you to prioritize proofreading. This essay has numerous basic errors, including punctuation and spelling mistakes. "
1,"One fact that Dr. McWhorter made at the opening of the video is what I found the most interesting, that being ""how many languages there are in this world"" (McWhorter, 2019, 0:44). He shares that there are 7,000 languages in the world, though he believes the number is closer to 6,000. Based on what he describes as ""lumpers and splitters"", the difference seems to depend on how professionals in the field list languages. For instance, some may split a language family into multiple languages, or instead lump them all together. An example of this showed up later in the video when talking about the Click languages in the African language family and how they are three families, not just one (McWhorter, 2019, 22:30). I found this fact about the number of languages in the world quite interesting for a few reasons.

For one, I simply had no idea there was that many. Growing up I obviously learned that there are billions of people in the world, with hundreds of countries and accompanying languages, but the actual number of languages was much higher than I believed. It's something I had not learned about or researched before. As I learn more about linguistics, for example through prior courses such as Human Geography and language classes like Modern Japanese, it makes more sense to me how and why there are so many languages. History, cultures, and geographic environments are all factors in the creation and progression of languages, as well as the loss of languages.

My main goal has been to learn Japanese and traveling there. I began learning Japanese language last year, and that alone has been a very difficult and time consuming task. Knowing that thousands of languages exist puts things into perspective and makes me appreciate the fact that I'm trying to learn one, on top of already knowing English and Spanish.

While it is possible to research and learn about most of the languages out there, I find it fascinating that even the best language learners probably cannot learn anywhere near all the languages. There are simply too many.",99,"Hi Nelson, this is a great essay that demonstrates a clear understanding of the ""lumpers vs. splitters"" debate in linguistics. Your personal connection to your studies in Human Geography and Modern Japanese adds valuable context, and the struggle you feel when learning Japanese is a perfect example of why those 6,000+ languages are so distinct! 

For your future assignments, try to pay attention to your sentence structure. Some sentences were a bit wordy; sometimes it is more effective to be direct or to break them into shorter sentences. Additionally, while your citations were formatted well, since this is a short essay, you can simply refer to the video timestamp without the full ""(McWhorter, 2019)."""
1,"One topic that Dr. McWhorter discusses in Language Families of the World that I found especially intriguing is the idea that languages are constantly changing and diverging, even when speakers are not consciously trying to change them. This point comes up when Dr. McWhorter explains how languages within the same family gradually become distinct over time, eventually becoming mutually unintelligible. This discussion appears around Video 1, 12:30, when he explains how Latin slowly evolved into the Romance languages.

At this point in the film, Dr. McWhorter explains that languages do not suddenly split or change due to a single event. Instead, small pronunciation shifts, vocabulary changes, and grammatical differences accumulate across generations. Over time, these gradual changes result in entirely new languages, such as Spanish, French, Italian, and Portuguese, all of which descended from Latin. What stood out to me is his emphasis that language change is natural and unavoidable, not a sign that a language is “decaying” or becoming worse.

I find this idea interesting because many people, including myself at times, tend to think of language change as something negative or incorrect, especially when it comes to slang or informal speech. However, Dr. McWhorter’s explanation helped me realize that what we often label as “bad grammar” may simply be language in transition. For example, I have noticed differences between how older family members speak English compared to how people my age communicate, especially through texting and social media. Abbreviations, new slang, and altered sentence structures are common, and while they might seem improper to some, they reflect the same gradual processes Dr. McWhorter describes.

This concept also connects to my academic interests because it shows how language is deeply tied to culture, history, and human interaction. Understanding that languages naturally evolve makes it easier to appreciate linguistic diversity rather than judge it. Dr. McWhorter’s discussion helped me see languages not as fixed systems with rigid rules, but as living tools that adapt to the needs of their speakers over time.",98,"Great job on this, Luke! You beautifully articulated the connection between the historical evolution of Latin and modern perceptions of ""bad grammar."" It also connects to the concepts of prescriptive vs. descriptive grammar :) 

My only minor suggestion for next time is to include specific examples of your experiences. For example, you can add a specific phrase you use that your older family members don't. 

Overall, nicely done! "
